component,source_id,upstream_source_id,upstream_component,family_group,source_priority,cell_id,component_priority,variant_name,entry_time,entry_date,exit_time,exit_date,direction,pnl_usd,tickets,lots,source_csv,source_row,drop_reason,duplicate_of_source_id,duplicate_of_entry_time
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-01 04:15:00,2022-07-01,2022-07-01 07:11:29,2022-07-01,SHORT,7.02,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,2,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-01 10:25:00,2022-07-01,2022-07-01 12:20:03,2022-07-01,SHORT,7.0,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,3,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-05 13:50:00,2022-07-05,2022-07-05 14:00:41,2022-07-05,SHORT,7.19,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,4,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-05 14:05:00,2022-07-05,2022-07-06 13:53:37,2022-07-06,SHORT,21.95,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,5,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-06 15:00:00,2022-07-06,2022-07-12 01:11:41,2022-07-12,SHORT,19.16,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,6,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-12 01:15:00,2022-07-12,2022-07-12 01:30:18,2022-07-12,SHORT,-8.83,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,7,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-12 04:45:00,2022-07-12,2022-07-12 06:34:36,2022-07-12,SHORT,-3.52,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,8,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-14 05:25:00,2022-07-14,2022-07-14 07:00:39,2022-07-14,SHORT,7.0,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,9,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-14 07:25:00,2022-07-14,2022-07-14 10:57:59,2022-07-14,SHORT,7.01,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,10,,,
short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,short_v4_impulse_retest_d1_nonup_h1h4,exact_mt5_short_v2_robustness,xau_short_v2_robustness,88,short_v4_impulse_retest_d1_nonup_h1h4,0,short_v4_impulse_retest_d1_nonup_h1h4,2022-07-14 13:20:00,2022-07-14,2022-07-14 13:45:38,2022-07-14,SHORT,7.3,1,0.01,C:\Users\ZHAO ZHU INFORMATION\Downloads\algo-trading-system\xau-usd\xauusd-phase1\outputs\reports\mt5_backtests\a1_momentum_variants_owner_goal_short_downside_impulse_retest_202207_202606_20260701\A1XauM5Momentum_OWNER_GOAL_SHORT_DOWNSIDE_IMPULSE_RETEST_202207_202606_XAUUSD_M5_short_v4_impulse_retest_d1_nonup_h1h4_trades.csv,11,,,
