timestamp_broker	timestamp_local	run_id	account	symbol	magic	action	direction	position_ticket	volume	entry_price	current_price	current_sl	new_sl	tp	risk_points	unrealized_r	trigger_r	lock_r	retcode	reason
2021.11.10 14:49:40	2021.11.10 14:49:40	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	9	0.03	0.00	1851.76	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.10 16:00:00	2021.11.10 16:00:00	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_REBALANCE_OPEN_OK	SHORT	11	0.01	0.00	1854.91	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.11 07:39:13	2021.11.11 07:39:13	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	11	0.01	1854.91	1860.21	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.11 07:39:13	2021.11.11 07:39:13	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	9	0.03	1851.76	1860.21	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.12 07:19:20	2021.11.12 07:19:20	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	14	0.04	0.00	1853.77	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.12 14:02:30	2021.11.12 14:02:30	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	14	0.04	1853.77	1861.17	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.15 02:46:37	2021.11.15 02:46:37	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	16	0.04	0.00	1856.73	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.15 09:22:36	2021.11.15 09:22:36	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	16	0.04	1856.73	1863.94	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.15 14:05:27	2021.11.15 14:05:27	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	18	0.04	0.00	1858.81	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.15 17:59:59	2021.11.15 17:59:59	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_RELEASE_CLOSE_OK	SHORT	18	0.04	1858.81	1865.76	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
2021.11.16 13:08:39	2021.11.16 13:08:39	A1_XAU_H4_CLUSTER_HIGHWATER_REARM_V2_HEDGE_FIVE_YEAR	1025742	XAUUSD	932200	CLUSTER_HEDGE_TRIGGER_OPEN_OK	SHORT	21	0.03	0.00	1861.72	0.00	0.00	0.00	0.00	0.0000	5.00	2.00	10009	pass
