bars_to_outcome,candidate,date,direction,entry_price,exit_price,exit_source,exit_time,leverage,margin_aed,notional_aed,outcome,pnl_aed,reason_code,return_on_margin_pct,source_log,spread_points,status,stop_loss,symbol,take_profit,timestamp_broker,timestamp_local,trade_no
34,breakout_retest,2026.05.29,LONG,1.16416,1.16479,take_profit,2026.05.29 13:00:00,50.00,100.00,5000.00,WIN_TP,2.7058,BREAKOUT_RETEST_LONG_DRY_RUN,2.7058,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16374,EURUSD,1.16479,2026.05.29 10:10:12,2026.05.29 15:40:08,1
37,breakout_retest,2026.05.29,LONG,1.16427,1.16496,take_profit,2026.05.29 13:20:01,50.00,100.00,5000.00,WIN_TP,2.9632,BREAKOUT_RETEST_LONG_DRY_RUN,2.9632,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16381,EURUSD,1.16496,2026.05.29 10:15:02,2026.05.29 15:44:58,2
22,breakout_retest,2026.05.29,LONG,1.16469,1.16424,stop_loss,2026.05.29 14:20:02,50.00,100.00,5000.00,LOSS_STOP,-1.9318,BREAKOUT_RETEST_LONG_DRY_RUN,-1.9318,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16424,EURUSD,1.16537,2026.05.29 12:20:00,2026.05.29 17:50:00,3
1,breakout_retest,2026.05.29,LONG,1.16465,1.16445,stop_loss,2026.05.29 12:35:01,50.00,100.00,5000.00,LOSS_STOP,-0.8586,BREAKOUT_RETEST_LONG_DRY_RUN,-0.8586,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16445,EURUSD,1.16495,2026.05.29 12:30:01,2026.05.29 18:00:01,4
2,breakout_retest,2026.05.29,LONG,1.16456,1.16485,take_profit,2026.05.29 13:00:00,50.00,100.00,5000.00,WIN_TP,1.2451,BREAKOUT_RETEST_LONG_DRY_RUN,1.2451,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16437,EURUSD,1.16485,2026.05.29 12:50:03,2026.05.29 18:20:03,5
13,breakout_retest,2026.05.29,LONG,1.16473,1.16442,stop_loss,2026.05.29 14:15:00,50.00,100.00,5000.00,LOSS_STOP,-1.3308,BREAKOUT_RETEST_LONG_DRY_RUN,-1.3308,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16442,EURUSD,1.16520,2026.05.29 13:00:00,2026.05.29 18:30:00,6
2,breakout_retest,2026.05.29,LONG,1.16515,1.16484,stop_loss,2026.05.29 13:55:01,50.00,100.00,5000.00,LOSS_STOP,-1.3303,BREAKOUT_RETEST_LONG_DRY_RUN,-1.3303,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16484,EURUSD,1.16562,2026.05.29 13:45:01,2026.05.29 19:15:00,7
1,breakout_retest,2026.05.29,LONG,1.16497,1.16448,stop_loss,2026.05.29 14:15:00,50.00,100.00,5000.00,LOSS_STOP,-2.1031,BREAKOUT_RETEST_LONG_DRY_RUN,-2.1031,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16448,EURUSD,1.16571,2026.05.29 14:10:00,2026.05.29 19:39:59,8
1,breakout_retest,2026.05.29,LONG,1.16545,1.16672,take_profit,2026.05.29 15:00:00,50.00,100.00,5000.00,WIN_TP,5.4485,BREAKOUT_RETEST_LONG_DRY_RUN,5.4485,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16461,EURUSD,1.16672,2026.05.29 14:55:00,2026.05.29 20:24:59,9
5,breakout_retest,2026.05.29,LONG,1.16631,1.16660,take_profit,2026.05.29 18:35:14,50.00,100.00,5000.00,WIN_TP,1.2432,BREAKOUT_RETEST_LONG_DRY_RUN,1.2432,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16612,EURUSD,1.16660,2026.05.29 18:10:01,2026.05.29 23:40:00,10
4,breakout_retest,2026.05.29,SHORT,1.16643,1.16682,stop_loss,2026.05.29 19:10:00,50.00,100.00,5000.00,LOSS_STOP,-1.6718,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.6718,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16682,EURUSD,1.16584,2026.05.29 18:50:01,2026.05.30 00:19:59,11
24,breakout_retest,2026.05.29,LONG,1.16652,1.16600,stop_loss,2026.05.29 20:55:00,50.00,100.00,5000.00,LOSS_STOP,-2.2289,BREAKOUT_RETEST_LONG_DRY_RUN,-2.2289,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16600,EURUSD,1.16729,2026.05.29 18:55:00,2026.05.30 00:24:58,12
2,breakout_retest,2026.05.29,SHORT,1.16636,1.16669,stop_loss,2026.05.29 19:10:00,50.00,100.00,5000.00,LOSS_STOP,-1.4147,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.4147,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16669,EURUSD,1.16587,2026.05.29 19:00:00,2026.05.30 00:29:58,13
8,breakout_retest,2026.06.01,SHORT,1.16506,1.16462,take_profit,2026.06.01 00:55:00,50.00,100.00,5000.00,WIN_TP,1.8883,BREAKOUT_RETEST_SHORT_DRY_RUN,1.8883,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16535,EURUSD,1.16462,2026.06.01 00:15:01,2026.06.01 04:15:01,14
1,breakout_retest,2026.06.01,SHORT,1.16458,1.16480,stop_loss,2026.06.01 01:00:00,50.00,100.00,5000.00,LOSS_STOP,-0.9445,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.9445,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16480,EURUSD,1.16424,2026.06.01 00:55:00,2026.06.01 04:55:00,15
43,breakout_retest,2026.06.01,SHORT,1.16446,1.16485,stop_loss,2026.06.01 04:40:00,50.00,100.00,5000.00,LOSS_STOP,-1.6746,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.6746,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16485,EURUSD,1.16387,2026.06.01 01:05:04,2026.06.01 05:05:04,16
18,breakout_retest,2026.06.01,SHORT,1.16442,1.16469,stop_loss,2026.06.01 03:00:00,50.00,100.00,5000.00,LOSS_STOP,-1.1594,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.1594,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16469,EURUSD,1.16401,2026.06.01 01:30:01,2026.06.01 05:30:01,17
2,breakout_retest,2026.06.01,SHORT,1.16443,1.16454,stop_loss,2026.06.01 02:40:00,50.00,100.00,5000.00,LOSS_STOP,-0.4723,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.4723,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16454,EURUSD,1.16427,2026.06.01 02:30:00,2026.06.01 06:30:00,18
1,breakout_retest,2026.06.01,SHORT,1.16440,1.16453,stop_loss,2026.06.01 02:40:00,50.00,100.00,5000.00,LOSS_STOP,-0.5582,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.5582,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16453,EURUSD,1.16421,2026.06.01 02:35:00,2026.06.01 06:35:00,19
23,breakout_retest,2026.06.01,SHORT,1.16460,1.16490,stop_loss,2026.06.01 05:05:05,50.00,100.00,5000.00,LOSS_STOP,-1.2880,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.2880,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16490,EURUSD,1.16415,2026.06.01 03:10:02,2026.06.01 07:10:02,20
6,breakout_retest,2026.06.01,SHORT,1.16469,1.16442,take_profit,2026.06.01 03:45:00,50.00,100.00,5000.00,WIN_TP,1.1591,BREAKOUT_RETEST_SHORT_DRY_RUN,1.1591,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16487,EURUSD,1.16442,2026.06.01 03:15:01,2026.06.01 07:15:01,21
13,breakout_retest,2026.06.01,SHORT,1.16448,1.16482,stop_loss,2026.06.01 04:40:00,50.00,100.00,5000.00,LOSS_STOP,-1.4599,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.4599,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16482,EURUSD,1.16398,2026.06.01 03:35:00,2026.06.01 07:35:00,22
12,breakout_retest,2026.06.01,SHORT,1.16459,1.16485,stop_loss,2026.06.01 04:40:00,50.00,100.00,5000.00,LOSS_STOP,-1.1163,BREAKOUT_RETEST_SHORT_DRY_RUN,-1.1163,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16485,EURUSD,1.16420,2026.06.01 03:40:01,2026.06.01 07:40:01,23
3,breakout_retest,2026.06.01,SHORT,1.16462,1.16482,stop_loss,2026.06.01 05:00:01,50.00,100.00,5000.00,LOSS_STOP,-0.8586,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.8586,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16482,EURUSD,1.16433,2026.06.01 04:45:06,2026.06.01 08:45:05,24
2,breakout_retest,2026.06.01,SHORT,1.16477,1.16484,stop_loss,2026.06.01 05:00:01,50.00,100.00,5000.00,LOSS_STOP,-0.3005,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.3005,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16484,EURUSD,1.16466,2026.06.01 04:50:01,2026.06.01 08:50:00,25
1,breakout_retest,2026.06.01,SHORT,1.16460,1.16480,stop_loss,2026.06.01 05:00:01,50.00,100.00,5000.00,LOSS_STOP,-0.8587,BREAKOUT_RETEST_SHORT_DRY_RUN,-0.8587,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16480,EURUSD,1.16430,2026.06.01 04:55:00,2026.06.01 08:54:59,26
2,breakout_retest,2026.06.01,LONG,1.16534,1.16567,take_profit,2026.06.01 06:55:00,50.00,100.00,5000.00,WIN_TP,1.4159,BREAKOUT_RETEST_LONG_DRY_RUN,1.4159,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16512,EURUSD,1.16567,2026.06.01 06:45:00,2026.06.01 10:44:59,27
2,breakout_retest,2026.06.01,LONG,1.16539,1.16587,take_profit,2026.06.01 07:00:00,50.00,100.00,5000.00,WIN_TP,2.0594,BREAKOUT_RETEST_LONG_DRY_RUN,2.0594,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16507,EURUSD,1.16587,2026.06.01 06:50:01,2026.06.01 10:50:00,28
1,breakout_retest,2026.06.01,LONG,1.16557,1.16610,take_profit,2026.06.01 07:00:00,50.00,100.00,5000.00,WIN_TP,2.2736,BREAKOUT_RETEST_LONG_DRY_RUN,2.2736,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16522,EURUSD,1.16610,2026.06.01 06:55:00,2026.06.01 10:54:59,29
2,breakout_retest,2026.06.01,LONG,1.16604,1.16555,stop_loss,2026.06.01 07:40:00,50.00,100.00,5000.00,LOSS_STOP,-2.1011,BREAKOUT_RETEST_LONG_DRY_RUN,-2.1011,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16555,EURUSD,1.16678,2026.06.01 07:30:01,2026.06.01 11:30:00,30
1,breakout_retest,2026.06.01,LONG,1.16545,1.16582,take_profit,2026.06.01 07:55:00,50.00,100.00,5000.00,WIN_TP,1.5874,BREAKOUT_RETEST_LONG_DRY_RUN,1.5874,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16521,EURUSD,1.16582,2026.06.01 07:50:00,2026.06.01 11:49:59,31
18,breakout_retest,2026.06.01,LONG,1.16546,1.16511,stop_loss,2026.06.01 09:25:00,50.00,100.00,5000.00,LOSS_STOP,-1.5016,BREAKOUT_RETEST_LONG_DRY_RUN,-1.5016,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16511,EURUSD,1.16598,2026.06.01 07:55:00,2026.06.01 11:54:59,32
9,breakout_retest,2026.06.01,LONG,1.16576,1.16543,stop_loss,2026.06.01 08:55:00,50.00,100.00,5000.00,LOSS_STOP,-1.4154,BREAKOUT_RETEST_LONG_DRY_RUN,-1.4154,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16543,EURUSD,1.16625,2026.06.01 08:10:02,2026.06.01 12:10:01,33
8,breakout_retest,2026.06.01,LONG,1.16579,1.16551,stop_loss,2026.06.01 08:55:00,50.00,100.00,5000.00,LOSS_STOP,-1.2009,BREAKOUT_RETEST_LONG_DRY_RUN,-1.2009,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16551,EURUSD,1.16621,2026.06.01 08:15:00,2026.06.01 12:14:59,34
5,breakout_retest,2026.06.01,LONG,1.16585,1.16545,stop_loss,2026.06.01 08:55:00,50.00,100.00,5000.00,LOSS_STOP,-1.7155,BREAKOUT_RETEST_LONG_DRY_RUN,-1.7155,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16545,EURUSD,1.16645,2026.06.01 08:30:00,2026.06.01 12:29:59,35
12,breakout_retest,2026.06.01,SHORT,1.16482,1.16454,latest_snapshot,2026.06.01 11:05:03,50.00,100.00,5000.00,OPEN_MARK,1.2019,BREAKOUT_RETEST_SHORT_DRY_RUN,1.2019,experimental_demo_attachment_log_breakout_retest_eurusd.csv,7.00,ACCEPTED,1.16515,EURUSD,1.16433,2026.06.01 10:05:01,2026.06.01 14:04:59,36
3,breakout_retest,2026.05.29,LONG,159.28,159.25,stop_loss,2026.05.29 18:35:00,50.00,100.00,5000.00,LOSS_STOP,-0.8789,BREAKOUT_RETEST_LONG_DRY_RUN,-0.8789,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.25,USDJPY,159.32,2026.05.29 18:20:00,2026.05.29 23:49:59,37
2,breakout_retest,2026.05.29,LONG,159.30,159.25,stop_loss,2026.05.29 18:35:00,50.00,100.00,5000.00,LOSS_STOP,-1.4752,BREAKOUT_RETEST_LONG_DRY_RUN,-1.4752,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.25,USDJPY,159.37,2026.05.29 18:25:01,2026.05.29 23:55:00,38
18,breakout_retest,2026.05.29,LONG,159.26,159.30,take_profit,2026.05.31 23:21:14,50.00,100.00,5000.00,WIN_TP,1.2558,BREAKOUT_RETEST_LONG_DRY_RUN,1.2558,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.23,USDJPY,159.30,2026.05.29 19:30:00,2026.05.30 00:59:59,39
6,breakout_retest,2026.06.01,LONG,159.45,159.48,take_profit,2026.06.01 01:20:02,50.00,100.00,5000.00,WIN_TP,0.9721,BREAKOUT_RETEST_LONG_DRY_RUN,0.9721,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.43,USDJPY,159.48,2026.06.01 00:50:01,2026.06.01 04:50:01,40
122,breakout_retest,2026.06.01,LONG,159.45,159.46,latest_snapshot,2026.06.01 11:05:01,50.00,100.00,5000.00,OPEN_MARK,0.2822,BREAKOUT_RETEST_LONG_DRY_RUN,0.2822,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,14.00,ACCEPTED,159.42,USDJPY,159.49,2026.06.01 00:55:00,2026.06.01 04:55:00,41
10,breakout_retest,2026.06.01,LONG,159.45,159.42,stop_loss,2026.06.01 07:00:02,50.00,100.00,5000.00,LOSS_STOP,-0.9721,BREAKOUT_RETEST_LONG_DRY_RUN,-0.9721,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.42,USDJPY,159.50,2026.06.01 06:10:00,2026.06.01 10:09:59,42
1,breakout_retest,2026.06.01,LONG,159.49,159.48,stop_loss,2026.06.01 06:45:00,50.00,100.00,5000.00,LOSS_STOP,-0.2822,BREAKOUT_RETEST_LONG_DRY_RUN,-0.2822,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.48,USDJPY,159.50,2026.06.01 06:40:00,2026.06.01 10:39:59,43
5,breakout_retest,2026.06.01,LONG,159.44,159.47,take_profit,2026.06.01 07:55:00,50.00,100.00,5000.00,WIN_TP,1.0035,BREAKOUT_RETEST_LONG_DRY_RUN,1.0035,experimental_demo_attachment_log_breakout_retest_usdjpy.csv,12.00,ACCEPTED,159.42,USDJPY,159.47,2026.06.01 07:30:03,2026.06.01 11:30:02,44
12,breakout_retest,2026.05.29,LONG,4530.50,4539.94,take_profit,2026.05.29 10:40:00,50.00,100.00,5000.00,WIN_TP,10.4183,BREAKOUT_RETEST_LONG_DRY_RUN,10.4183,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4524.21,XAUUSD,4539.94,2026.05.29 09:40:00,2026.05.29 15:09:56,45
4,breakout_retest,2026.05.29,LONG,4528.52,4533.62,take_profit,2026.05.29 10:35:00,50.00,100.00,5000.00,WIN_TP,5.6310,BREAKOUT_RETEST_LONG_DRY_RUN,5.6310,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4525.12,XAUUSD,4533.62,2026.05.29 10:15:00,2026.05.29 15:44:56,46
2,breakout_retest,2026.05.29,LONG,4530.08,4537.80,take_profit,2026.05.29 10:35:00,50.00,100.00,5000.00,WIN_TP,8.5208,BREAKOUT_RETEST_LONG_DRY_RUN,8.5208,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4524.94,XAUUSD,4537.80,2026.05.29 10:25:00,2026.05.29 15:54:56,47
1,breakout_retest,2026.05.29,LONG,4527.63,4531.05,take_profit,2026.05.29 10:35:00,50.00,100.00,5000.00,WIN_TP,3.7768,BREAKOUT_RETEST_LONG_DRY_RUN,3.7768,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4525.35,XAUUSD,4531.05,2026.05.29 10:30:00,2026.05.29 15:59:56,48
1,breakout_retest,2026.05.29,LONG,4523.33,4514.20,stop_loss,2026.05.29 12:45:00,50.00,100.00,5000.00,LOSS_STOP,-10.0921,BREAKOUT_RETEST_LONG_DRY_RUN,-10.0921,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4514.20,XAUUSD,4537.03,2026.05.29 12:40:00,2026.05.29 18:10:00,49
6,breakout_retest,2026.05.29,LONG,4519.85,4529.32,take_profit,2026.05.29 13:43:36,50.00,100.00,5000.00,WIN_TP,10.4760,BREAKOUT_RETEST_LONG_DRY_RUN,10.4760,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4513.53,XAUUSD,4529.32,2026.05.29 13:00:00,2026.05.29 18:30:00,50
7,breakout_retest,2026.05.29,LONG,4523.79,4535.75,take_profit,2026.05.29 13:50:00,50.00,100.00,5000.00,WIN_TP,13.2190,BREAKOUT_RETEST_LONG_DRY_RUN,13.2190,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4515.82,XAUUSD,4535.75,2026.05.29 13:05:00,2026.05.29 18:35:00,51
3,breakout_retest,2026.05.29,SHORT,4520.19,4527.30,stop_loss,2026.05.29 13:43:36,50.00,100.00,5000.00,LOSS_STOP,-7.8647,BREAKOUT_RETEST_SHORT_DRY_RUN,-7.8647,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4527.30,XAUUSD,4509.53,2026.05.29 13:15:00,2026.05.29 18:45:00,52
1,breakout_retest,2026.05.29,LONG,4540.85,4548.60,take_profit,2026.05.29 15:00:00,50.00,100.00,5000.00,WIN_TP,8.5336,BREAKOUT_RETEST_LONG_DRY_RUN,8.5336,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4535.69,XAUUSD,4548.60,2026.05.29 14:55:00,2026.05.29 20:24:59,53
1,breakout_retest,2026.05.29,SHORT,4559.78,4556.62,take_profit,2026.05.29 18:50:00,50.00,100.00,5000.00,WIN_TP,3.4651,BREAKOUT_RETEST_SHORT_DRY_RUN,3.4651,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4561.88,XAUUSD,4556.62,2026.05.29 18:45:00,2026.05.30 00:14:58,54
2,breakout_retest,2026.05.31,SHORT,4539.97,4543.58,stop_loss,2026.05.31 23:30:00,50.00,100.00,5000.00,LOSS_STOP,-3.9758,BREAKOUT_RETEST_SHORT_DRY_RUN,-3.9758,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4543.58,XAUUSD,4534.56,2026.05.31 23:21:14,2026.06.01 03:21:15,55
1,breakout_retest,2026.05.31,SHORT,4540.97,4543.92,stop_loss,2026.05.31 23:30:00,50.00,100.00,5000.00,LOSS_STOP,-3.2482,BREAKOUT_RETEST_SHORT_DRY_RUN,-3.2482,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4543.92,XAUUSD,4536.54,2026.05.31 23:25:00,2026.06.01 03:25:01,56
20,breakout_retest,2026.06.01,SHORT,4529.73,4518.68,take_profit,2026.06.01 03:10:00,50.00,100.00,5000.00,WIN_TP,12.1972,BREAKOUT_RETEST_SHORT_DRY_RUN,12.1972,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4537.10,XAUUSD,4518.68,2026.06.01 01:30:00,2026.06.01 05:30:00,57
1,breakout_retest,2026.06.01,SHORT,4519.74,4512.83,take_profit,2026.06.01 03:45:00,50.00,100.00,5000.00,WIN_TP,7.6442,BREAKOUT_RETEST_SHORT_DRY_RUN,7.6442,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4524.35,XAUUSD,4512.83,2026.06.01 03:40:00,2026.06.01 07:40:00,58
14,breakout_retest,2026.06.01,SHORT,4515.33,4519.91,stop_loss,2026.06.01 05:20:00,50.00,100.00,5000.00,LOSS_STOP,-5.0716,BREAKOUT_RETEST_SHORT_DRY_RUN,-5.0716,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4519.91,XAUUSD,4508.45,2026.06.01 04:10:00,2026.06.01 08:10:00,59
8,breakout_retest,2026.06.01,SHORT,4515.03,4517.82,stop_loss,2026.06.01 05:15:00,50.00,100.00,5000.00,LOSS_STOP,-3.0897,BREAKOUT_RETEST_SHORT_DRY_RUN,-3.0897,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4517.82,XAUUSD,4510.85,2026.06.01 04:35:00,2026.06.01 08:34:59,60
5,breakout_retest,2026.06.01,SHORT,4514.20,4517.46,stop_loss,2026.06.01 05:15:00,50.00,100.00,5000.00,LOSS_STOP,-3.6108,BREAKOUT_RETEST_SHORT_DRY_RUN,-3.6108,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4517.46,XAUUSD,4509.32,2026.06.01 04:50:01,2026.06.01 08:50:00,61
5,breakout_retest,2026.06.01,LONG,4520.88,4514.84,stop_loss,2026.06.01 06:15:00,50.00,100.00,5000.00,LOSS_STOP,-6.6801,BREAKOUT_RETEST_LONG_DRY_RUN,-6.6801,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4514.84,XAUUSD,4529.94,2026.06.01 05:50:00,2026.06.01 09:49:59,62
7,breakout_retest,2026.06.01,SHORT,4512.47,4504.41,take_profit,2026.06.01 06:55:00,50.00,100.00,5000.00,WIN_TP,8.9308,BREAKOUT_RETEST_SHORT_DRY_RUN,8.9308,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4517.85,XAUUSD,4504.41,2026.06.01 06:20:00,2026.06.01 10:19:59,63
4,breakout_retest,2026.06.01,SHORT,4510.18,4502.64,take_profit,2026.06.01 07:00:00,50.00,100.00,5000.00,WIN_TP,8.3589,BREAKOUT_RETEST_SHORT_DRY_RUN,8.3589,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4515.21,XAUUSD,4502.64,2026.06.01 06:40:00,2026.06.01 10:39:59,64
14,breakout_retest,2026.06.01,SHORT,4495.26,4504.67,stop_loss,2026.06.01 09:20:00,50.00,100.00,5000.00,LOSS_STOP,-10.4666,BREAKOUT_RETEST_SHORT_DRY_RUN,-10.4666,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4504.67,XAUUSD,4481.15,2026.06.01 08:10:00,2026.06.01 12:09:59,65
1,breakout_retest,2026.06.01,SHORT,4497.97,4500.92,stop_loss,2026.06.01 09:20:00,50.00,100.00,5000.00,LOSS_STOP,-3.2793,BREAKOUT_RETEST_SHORT_DRY_RUN,-3.2793,experimental_demo_attachment_log_breakout_retest_xauusd.csv,75.00,ACCEPTED,4500.92,XAUUSD,4493.55,2026.06.01 09:15:00,2026.06.01 13:14:59,66
16,breakout_retest,2026.06.01,SHORT,4498.45,4506.62,stop_loss,2026.06.01 10:50:00,50.00,100.00,5000.00,LOSS_STOP,-9.0809,BREAKOUT_RETEST_SHORT_DRY_RUN,-9.0809,experimental_demo_attachment_log_breakout_retest_xauusd.csv,50.00,ACCEPTED,4506.62,XAUUSD,4486.19,2026.06.01 09:30:01,2026.06.01 13:29:59,67
2,round_number_retest_v0,2026.05.29,SHORT,4522.20,4532.33,stop_loss,2026.05.29 09:45:00,50.00,100.00,5000.00,LOSS_STOP,-11.2003,ROUND_NUMBER_RETEST_SHORT_DRY_RUN,-11.2003,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,50.00,PROVISIONAL,4532.33,XAUUSD,4507.00,2026.05.29 09:35:00,2026.05.29 15:04:56,68
12,round_number_retest_v0,2026.05.29,LONG,4530.50,4539.94,take_profit,2026.05.29 10:40:00,50.00,100.00,5000.00,WIN_TP,10.4183,ROUND_NUMBER_RETEST_LONG_DRY_RUN,10.4183,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,50.00,PROVISIONAL,4524.21,XAUUSD,4539.94,2026.05.29 09:40:00,2026.05.29 15:09:56,69
1,round_number_retest_v0,2026.05.29,LONG,4530.82,4536.98,take_profit,2026.05.29 10:40:00,50.00,100.00,5000.00,WIN_TP,6.7979,ROUND_NUMBER_RETEST_LONG_DRY_RUN,6.7979,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,50.00,PROVISIONAL,4526.72,XAUUSD,4536.98,2026.05.29 10:35:00,2026.05.29 16:04:56,70
19,round_number_retest_v0,2026.05.29,SHORT,4536.14,4526.58,take_profit,2026.05.29 12:25:00,50.00,100.00,5000.00,WIN_TP,10.5376,ROUND_NUMBER_RETEST_SHORT_DRY_RUN,10.5376,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,75.00,PROVISIONAL,4542.51,XAUUSD,4526.58,2026.05.29 10:50:00,2026.05.29 16:19:56,71
8,round_number_retest_v0,2026.05.29,SHORT,4536.14,4528.31,take_profit,2026.05.29 11:35:00,50.00,100.00,5000.00,WIN_TP,8.6307,ROUND_NUMBER_RETEST_SHORT_DRY_RUN,8.6307,experimental_demo_attachment_log_round_number_retest_v0_xauusd.csv,50.00,PROVISIONAL,4541.36,XAUUSD,4528.31,2026.05.29 10:55:00,2026.05.29 16:24:56,72
